verb,mode,tense,person,term
diminuer,Indicatif,Futur,2p,diminuerez
diminuer,Indicatif,Futur,3p,diminueront
diminuer,Indicatif,Passé Simple,1s,diminuai
diminuer,Indicatif,Passé Simple,2s,diminuas
diminuer,Indicatif,Passé Simple,3s,diminua
diminuer,Indicatif,Passé Simple,1p,diminuâmes
diminuer,Indicatif,Passé Simple,2p,diminuâtes
diminuer,Indicatif,Passé Simple,3p,diminuèrent
diminuer,Conditionnel,Présent,1s,diminuerais
diminuer,Conditionnel,Présent,2s,diminuerais
diminuer,Conditionnel,Présent,3s,diminuerait
diminuer,Conditionnel,Présent,1p,diminuerions
diminuer,Conditionnel,Présent,2p,diminueriez
diminuer,Conditionnel,Présent,3p,diminueraient
diminuer,Subjonctif,Présent,1s,diminue
diminuer,Subjonctif,Présent,2s,diminues
diminuer,Subjonctif,Présent,3s,diminue
diminuer,Subjonctif,Présent,1p,diminuions
diminuer,Subjonctif,Présent,2p,diminuiez
diminuer,Subjonctif,Présent,3p,diminuent
diminuer,Subjonctif,Imparfait,1s,diminuasse
diminuer,Subjonctif,Imparfait,2s,diminuasses
diminuer,Subjonctif,Imparfait,3s,diminuât
diminuer,Subjonctif,Imparfait,1p,diminuassions
diminuer,Subjonctif,Imparfait,2p,diminuassiez
diminuer,Subjonctif,Imparfait,3p,diminuassent
diminuer,Imperatif,Imperatif Présent,2s,diminue
diminuer,Imperatif,Imperatif Présent,1p,diminuons
diminuer,Imperatif,Imperatif Présent,2p,diminuez
diminuer,Participe,Participe Présent,,diminuant
diminuer,Participe,Participe Passé,ms,diminué
diminuer,Participe,Participe Passé,mp,diminués
diminuer,Participe,Participe Passé,fs,diminuée
diminuer,Participe,Participe Passé,fp,diminuées
revoir,Infinitif,Infinitif Présent,,revoir
revoir,Indicatif,Présent,1s,revois
revoir,Indicatif,Présent,2s,revois
revoir,Indicatif,Présent,3s,revoit
revoir,Indicatif,Présent,1p,revoyons
revoir,Indicatif,Présent,2p,revoyez
revoir,Indicatif,Présent,3p,revoient
revoir,Indicatif,Imparfait,1s,revoyais
revoir,Indicatif,Imparfait,2s,revoyais
revoir,Indicatif,Imparfait,3s,revoyait
revoir,Indicatif,Imparfait,1p,revoyions
revoir,Indicatif,Imparfait,2p,revoyiez
revoir,Indicatif,Imparfait,3p,revoyaient
revoir,Indicatif,Futur,1s,reverrai
revoir,Indicatif,Futur,2s,reverras
revoir,Indicatif,Futur,3s,reverra
revoir,Indicatif,Futur,1p,reverrons
revoir,Indicatif,Futur,2p,reverrez
revoir,Indicatif,Futur,3p,reverront
revoir,Indicatif,Passé Simple,1s,revis
revoir,Indicatif,Passé Simple,2s,revis
revoir,Indicatif,Passé Simple,3s,revit
revoir,Indicatif,Passé Simple,1p,revîmes
revoir,Indicatif,Passé Simple,2p,revîtes
revoir,Indicatif,Passé Simple,3p,revirent
revoir,Conditionnel,Présent,1s,reverrais
revoir,Conditionnel,Présent,2s,reverrais
revoir,Conditionnel,Présent,3s,reverrait
revoir,Conditionnel,Présent,1p,reverrions
revoir,Conditionnel,Présent,2p,reverriez
revoir,Conditionnel,Présent,3p,reverraient
revoir,Subjonctif,Présent,1s,revoie
revoir,Subjonctif,Présent,2s,revoies
revoir,Subjonctif,Présent,3s,revoie
revoir,Subjonctif,Présent,1p,revoyions
revoir,Subjonctif,Présent,2p,revoyiez
revoir,Subjonctif,Présent,3p,revoient
revoir,Subjonctif,Imparfait,1s,revisse
revoir,Subjonctif,Imparfait,2s,revisses
revoir,Subjonctif,Imparfait,3s,revît
revoir,Subjonctif,Imparfait,1p,revissions
revoir,Subjonctif,Imparfait,2p,revissiez
revoir,Subjonctif,Imparfait,3p,revissent
revoir,Imperatif,Imperatif Présent,2s,revois
revoir,Imperatif,Imperatif Présent,1p,revoyons
revoir,Imperatif,Imperatif Présent,2p,revoyez
revoir,Participe,Participe Présent,,revoyant
revoir,Participe,Participe Passé,ms,revu
revoir,Participe,Participe Passé,mp,revus
revoir,Participe,Participe Passé,fs,revue
revoir,Participe,Participe Passé,fp,revues
terminer,Infinitif,Infinitif Présent,,terminer
terminer,Indicatif,Présent,1s,termine
terminer,Indicatif,Présent,2s,termines
terminer,Indicatif,Présent,3s,termine
terminer,Indicatif,Présent,1p,terminons
terminer,Indicatif,Présent,2p,terminez
terminer,Indicatif,Présent,3p,terminent
terminer,Indicatif,Imparfait,1s,terminais
terminer,Indicatif,Imparfait,2s,terminais
terminer,Indicatif,Imparfait,3s,terminait
terminer,Indicatif,Imparfait,1p,terminions
terminer,Indicatif,Imparfait,2p,terminiez
terminer,Indicatif,Imparfait,3p,terminaient
terminer,Indicatif,Futur,1s,terminerai
terminer,Indicatif,Futur,2s,termineras
terminer,Indicatif,Futur,3s,terminera
terminer,Indicatif,Futur,1p,terminerons
terminer,Indicatif,Futur,2p,terminerez
terminer,Indicatif,Futur,3p,termineront
terminer,Indicatif,Passé Simple,1s,terminai
terminer,Indicatif,Passé Simple,2s,terminas
terminer,Indicatif,Passé Simple,3s,termina
terminer,Indicatif,Passé Simple,1p,terminâmes
terminer,Indicatif,Passé Simple,2p,terminâtes
terminer,Indicatif,Passé Simple,3p,terminèrent
terminer,Conditionnel,Présent,1s,terminerais
terminer,Conditionnel,Présent,2s,terminerais
terminer,Conditionnel,Présent,3s,terminerait
terminer,Conditionnel,Présent,1p,terminerions
terminer,Conditionnel,Présent,2p,termineriez
terminer,Conditionnel,Présent,3p,termineraient
terminer,Subjonctif,Présent,1s,termine
terminer,Subjonctif,Présent,2s,termines
terminer,Subjonctif,Présent,3s,termine
terminer,Subjonctif,Présent,1p,terminions
terminer,Subjonctif,Présent,2p,terminiez
terminer,Subjonctif,Présent,3p,terminent
terminer,Subjonctif,Imparfait,1s,terminasse
terminer,Subjonctif,Imparfait,2s,terminasses
terminer,Subjonctif,Imparfait,3s,terminât
terminer,Subjonctif,Imparfait,1p,terminassions
terminer,Subjonctif,Imparfait,2p,terminassiez
terminer,Subjonctif,Imparfait,3p,terminassent
terminer,Imperatif,Imperatif Présent,2s,termine
terminer,Imperatif,Imperatif Présent,1p,terminons
terminer,Imperatif,Imperatif Présent,2p,terminez
terminer,Participe,Participe Présent,,terminant
terminer,Participe,Participe Passé,ms,terminé
terminer,Participe,Participe Passé,mp,terminés
terminer,Participe,Participe Passé,fs,terminée
terminer,Participe,Participe Passé,fp,terminées
jurer,Infinitif,Infinitif Présent,,jurer
jurer,Indicatif,Présent,1s,jure
jurer,Indicatif,Présent,2s,jures
jurer,Indicatif,Présent,3s,jure
jurer,Indicatif,Présent,1p,jurons
jurer,Indicatif,Présent,2p,jurez
jurer,Indicatif,Présent,3p,jurent
jurer,Indicatif,Imparfait,1s,jurais
jurer,Indicatif,Imparfait,2s,jurais
jurer,Indicatif,Imparfait,3s,jurait
jurer,Indicatif,Imparfait,1p,jurions
jurer,Indicatif,Imparfait,2p,juriez
jurer,Indicatif,Imparfait,3p,juraient
jurer,Indicatif,Futur,1s,jurerai
jurer,Indicatif,Futur,2s,jureras
jurer,Indicatif,Futur,3s,jurera
jurer,Indicatif,Futur,1p,jurerons
jurer,Indicatif,Futur,2p,jurerez
jurer,Indicatif,Futur,3p,jureront
jurer,Indicatif,Passé Simple,1s,jurai
jurer,Indicatif,Passé Simple,2s,juras
jurer,Indicatif,Passé Simple,3s,jura
jurer,Indicatif,Passé Simple,1p,jurâmes
jurer,Indicatif,Passé Simple,2p,jurâtes
jurer,Indicatif,Passé Simple,3p,jurèrent
jurer,Conditionnel,Présent,1s,jurerais
jurer,Conditionnel,Présent,2s,jurerais
jurer,Conditionnel,Présent,3s,jurerait
jurer,Conditionnel,Présent,1p,jurerions
jurer,Conditionnel,Présent,2p,jureriez
jurer,Conditionnel,Présent,3p,jureraient
jurer,Subjonctif,Présent,1s,jure
jurer,Subjonctif,Présent,2s,jures
jurer,Subjonctif,Présent,3s,jure
jurer,Subjonctif,Présent,1p,jurions
jurer,Subjonctif,Présent,2p,juriez
jurer,Subjonctif,Présent,3p,jurent
jurer,Subjonctif,Imparfait,1s,jurasse
jurer,Subjonctif,Imparfait,2s,jurasses
jurer,Subjonctif,Imparfait,3s,jurât
jurer,Subjonctif,Imparfait,1p,jurassions
jurer,Subjonctif,Imparfait,2p,jurassiez
jurer,Subjonctif,Imparfait,3p,jurassent
jurer,Imperatif,Imperatif Présent,2s,jure
jurer,Imperatif,Imperatif Présent,1p,jurons
jurer,Imperatif,Imperatif Présent,2p,jurez
jurer,Participe,Participe Présent,,jurant
jurer,Participe,Participe Passé,ms,juré
jurer,Participe,Participe Passé,mp,jurés
jurer,Participe,Participe Passé,fs,jurée
jurer,Participe,Participe Passé,fp,jurées
dépendre,Infinitif,Infinitif Présent,,dépendre
dépendre,Indicatif,Présent,1s,dépends
dépendre,Indicatif,Présent,2s,dépends
dépendre,Indicatif,Présent,3s,dépend
dépendre,Indicatif,Présent,1p,dépendons
dépendre,Indicatif,Présent,2p,dépendez
dépendre,Indicatif,Présent,3p,dépendent
dépendre,Indicatif,Imparfait,1s,dépendais
dépendre,Indicatif,Imparfait,2s,dépendais
dépendre,Indicatif,Imparfait,3s,dépendait
dépendre,Indicatif,Imparfait,1p,dépendions
dépendre,Indicatif,Imparfait,2p,dépendiez
dépendre,Indicatif,Imparfait,3p,dépendaient
dépendre,Indicatif,Futur,1s,dépendrai
dépendre,Indicatif,Futur,2s,dépendras
dépendre,Indicatif,Futur,3s,dépendra
dépendre,Indicatif,Futur,1p,dépendrons
dépendre,Indicatif,Futur,2p,dépendrez
dépendre,Indicatif,Futur,3p,dépendront
dépendre,Indicatif,Passé Simple,1s,dépendis
dépendre,Indicatif,Passé Simple,2s,dépendis
dépendre,Indicatif,Passé Simple,3s,dépendit
dépendre,Indicatif,Passé Simple,1p,dépendîmes
dépendre,Indicatif,Passé Simple,2p,dépendîtes
dépendre,Indicatif,Passé Simple,3p,dépendirent
dépendre,Conditionnel,Présent,1s,dépendrais
dépendre,Conditionnel,Présent,2s,dépendrais
dépendre,Conditionnel,Présent,3s,dépendrait
dépendre,Conditionnel,Présent,1p,dépendrions
dépendre,Conditionnel,Présent,2p,dépendriez
dépendre,Conditionnel,Présent,3p,dépendraient
dépendre,Subjonctif,Présent,1s,dépende
dépendre,Subjonctif,Présent,2s,dépendes
dépendre,Subjonctif,Présent,3s,dépende
dépendre,Subjonctif,Présent,1p,dépendions
dépendre,Subjonctif,Présent,2p,dépendiez
dépendre,Subjonctif,Présent,3p,dépendent
dépendre,Subjonctif,Imparfait,1s,dépendisse
dépendre,Subjonctif,Imparfait,2s,dépendisses
dépendre,Subjonctif,Imparfait,3s,dépendît
dépendre,Subjonctif,Imparfait,1p,dépendissions
dépendre,Subjonctif,Imparfait,2p,dépendissiez
dépendre,Subjonctif,Imparfait,3p,dépendissent
dépendre,Imperatif,Imperatif Présent,2s,dépends
dépendre,Imperatif,Imperatif Présent,1p,dépendons
dépendre,Imperatif,Imperatif Présent,2p,dépendez
dépendre,Participe,Participe Présent,,dépendant
dépendre,Participe,Participe Passé,ms,dépendu
dépendre,Participe,Participe Passé,mp,dépendus
dépendre,Participe,Participe Passé,fs,dépendue
dépendre,Participe,Participe Passé,fp,dépendues
être,Infinitif,Infinitif Présent,,être
être,Indicatif,Présent,1s,suis
être,Indicatif,Présent,2s,es
être,Indicatif,Présent,3s,est
être,Indicatif,Présent,1p,sommes
être,Indicatif,Présent,2p,êtes
être,Indicatif,Présent,3p,sont
être,Indicatif,Imparfait,1s,étais
être,Indicatif,Imparfait,2s,étais
être,Indicatif,Imparfait,3s,était
être,Indicatif,Imparfait,1p,étions
être,Indicatif,Imparfait,2p,étiez
être,Indicatif,Imparfait,3p,étaient
être,Indicatif,Futur,1s,serai
être,Indicatif,Futur,2s,seras
être,Indicatif,Futur,3s,sera
être,Indicatif,Futur,1p,serons
être,Indicatif,Futur,2p,serez
être,Indicatif,Futur,3p,seront
être,Indicatif,Passé Simple,1s,fus
être,Indicatif,Passé Simple,2s,fus
être,Indicatif,Passé Simple,3s,fut
être,Indicatif,Passé Simple,1p,fûmes
être,Indicatif,Passé Simple,2p,fûtes
être,Indicatif,Passé Simple,3p,furent
être,Conditionnel,Présent,1s,serais
être,Conditionnel,Présent,2s,serais
être,Conditionnel,Présent,3s,serait
être,Conditionnel,Présent,1p,serions
être,Conditionnel,Présent,2p,seriez
être,Conditionnel,Présent,3p,seraient
être,Subjonctif,Présent,1s,sois
être,Subjonctif,Présent,2s,sois
être,Subjonctif,Présent,3s,soit
être,Subjonctif,Présent,1p,soyons
être,Subjonctif,Présent,2p,soyez
être,Subjonctif,Présent,3p,soient
être,Subjonctif,Imparfait,1s,fusse
être,Subjonctif,Imparfait,2s,fusses
être,Subjonctif,Imparfait,3s,fût
être,Subjonctif,Imparfait,1p,fussions
être,Subjonctif,Imparfait,2p,fussiez
être,Subjonctif,Imparfait,3p,fussent
être,Imperatif,Imperatif Présent,2s,sois
être,Imperatif,Imperatif Présent,1p,soyons
être,Imperatif,Imperatif Présent,2p,soyez
être,Participe,Participe Présent,,étant
être,Participe,Participe Passé,ms,été
être,Participe,Participe Passé,,mp
être,Participe,Participe Passé,,fs
être,Participe,Participe Passé,,fp
thromboser,Infinitif,Infinitif Présent,,thromboser
thromboser,Indicatif,Présent,1s,thrombose
thromboser,Indicatif,Présent,2s,thromboses
thromboser,Indicatif,Présent,3s,thrombose
thromboser,Indicatif,Présent,1p,thrombosons
thromboser,Indicatif,Présent,2p,thrombosez
thromboser,Indicatif,Présent,3p,thrombosent
thromboser,Indicatif,Imparfait,1s,thrombosais
thromboser,Indicatif,Imparfait,2s,thrombosais
thromboser,Indicatif,Imparfait,3s,thrombosait
thromboser,Indicatif,Imparfait,1p,thrombosions
thromboser,Indicatif,Imparfait,2p,thrombosiez
thromboser,Indicatif,Imparfait,3p,thrombosaient
thromboser,Indicatif,Futur,1s,thromboserai
thromboser,Indicatif,Futur,2s,thromboseras
thromboser,Indicatif,Futur,3s,thrombosera
thromboser,Indicatif,Futur,1p,thromboserons
thromboser,Indicatif,Futur,2p,thromboserez
thromboser,Indicatif,Futur,3p,thromboseront
thromboser,Indicatif,Passé Simple,1s,thrombosai
thromboser,Indicatif,Passé Simple,2s,thrombosas
thromboser,Indicatif,Passé Simple,3s,thrombosa
thromboser,Indicatif,Passé Simple,1p,thrombosâmes
thromboser,Indicatif,Passé Simple,2p,thrombosâtes
thromboser,Indicatif,Passé Simple,3p,thrombosèrent
thromboser,Conditionnel,Présent,1s,thromboserais
thromboser,Conditionnel,Présent,2s,thromboserais
thromboser,Conditionnel,Présent,3s,thromboserait
thromboser,Conditionnel,Présent,1p,thromboserions
thromboser,Conditionnel,Présent,2p,thromboseriez
thromboser,Conditionnel,Présent,3p,thromboseraient
thromboser,Subjonctif,Présent,1s,thrombose
thromboser,Subjonctif,Présent,2s,thromboses
thromboser,Subjonctif,Présent,3s,thrombose
thromboser,Subjonctif,Présent,1p,thrombosions
thromboser,Subjonctif,Présent,2p,thrombosiez
thromboser,Subjonctif,Présent,3p,thrombosent
thromboser,Subjonctif,Imparfait,1s,thrombosasse
thromboser,Subjonctif,Imparfait,2s,thrombosasses
thromboser,Subjonctif,Imparfait,3s,thrombosât
thromboser,Subjonctif,Imparfait,1p,thrombosassions
thromboser,Subjonctif,Imparfait,2p,thrombosassiez
thromboser,Subjonctif,Imparfait,3p,thrombosassent
thromboser,Imperatif,Imperatif Présent,2s,thrombose
thromboser,Imperatif,Imperatif Présent,1p,thrombosons
thromboser,Imperatif,Imperatif Présent,2p,thrombosez
thromboser,Participe,Participe Présent,,thrombosant
thromboser,Participe,Participe Passé,ms,thrombosé
thromboser,Participe,Participe Passé,mp,thrombosés
thromboser,Participe,Participe Passé,fs,thrombosée
thromboser,Participe,Participe Passé,fp,thrombosées
ioder,Infinitif,Infinitif Présent,,ioder
ioder,Indicatif,Présent,1s,iode
ioder,Indicatif,Présent,2s,iodes
ioder,Indicatif,Présent,3s,iode
ioder,Indicatif,Présent,1p,iodons
ioder,Indicatif,Présent,2p,iodez
ioder,Indicatif,Présent,3p,iodent
ioder,Indicatif,Imparfait,1s,iodais
ioder,Indicatif,Imparfait,2s,iodais
ioder,Indicatif,Imparfait,3s,iodait
ioder,Indicatif,Imparfait,1p,iodions
ioder,Indicatif,Imparfait,2p,iodiez
ioder,Indicatif,Imparfait,3p,iodaient
ioder,Indicatif,Futur,1s,ioderai
ioder,Indicatif,Futur,2s,ioderas
ioder,Indicatif,Futur,3s,iodera
ioder,Indicatif,Futur,1p,ioderons
ioder,Indicatif,Futur,2p,ioderez
ioder,Indicatif,Futur,3p,ioderont
ioder,Indicatif,Passé Simple,1s,iodai
ioder,Indicatif,Passé Simple,2s,iodas
ioder,Indicatif,Passé Simple,3s,ioda
ioder,Indicatif,Passé Simple,1p,iodâmes
ioder,Indicatif,Passé Simple,2p,iodâtes
ioder,Indicatif,Passé Simple,3p,iodèrent
ioder,Conditionnel,Présent,1s,ioderais
ioder,Conditionnel,Présent,2s,ioderais
ioder,Conditionnel,Présent,3s,ioderait
ioder,Conditionnel,Présent,1p,ioderions
ioder,Conditionnel,Présent,2p,ioderiez
ioder,Conditionnel,Présent,3p,ioderaient
ioder,Subjonctif,Présent,1s,iode
ioder,Subjonctif,Présent,2s,iodes
ioder,Subjonctif,Présent,3s,iode
ioder,Subjonctif,Présent,1p,iodions
ioder,Subjonctif,Présent,2p,iodiez
ioder,Subjonctif,Présent,3p,iodent
ioder,Subjonctif,Imparfait,1s,iodasse
ioder,Subjonctif,Imparfait,2s,iodasses
ioder,Subjonctif,Imparfait,3s,iodât
ioder,Subjonctif,Imparfait,1p,iodassions
ioder,Subjonctif,Imparfait,2p,iodassiez
ioder,Subjonctif,Imparfait,3p,iodassent
ioder,Imperatif,Imperatif Présent,2s,iode
ioder,Imperatif,Imperatif Présent,1p,iodons
ioder,Imperatif,Imperatif Présent,2p,iodez
ioder,Participe,Participe Présent,,iodant
ioder,Participe,Participe Passé,ms,iodé
ioder,Participe,Participe Passé,mp,iodés
ioder,Participe,Participe Passé,fs,iodée
ioder,Participe,Participe Passé,fp,iodées
dégrader,Infinitif,Infinitif Présent,,dégrader
dégrader,Indicatif,Présent,1s,dégrade
dégrader,Indicatif,Présent,2s,dégrades
dégrader,Indicatif,Présent,3s,dégrade
dégrader,Indicatif,Présent,1p,dégradons
dégrader,Indicatif,Présent,2p,dégradez
dégrader,Indicatif,Présent,3p,dégradent
dégrader,Indicatif,Imparfait,1s,dégradais
dégrader,Indicatif,Imparfait,2s,dégradais
dégrader,Indicatif,Imparfait,3s,dégradait
dégrader,Indicatif,Imparfait,1p,dégradions
dégrader,Indicatif,Imparfait,2p,dégradiez
dégrader,Indicatif,Imparfait,3p,dégradaient
dégrader,Indicatif,Futur,1s,dégraderai
dégrader,Indicatif,Futur,2s,dégraderas
dégrader,Indicatif,Futur,3s,dégradera
dégrader,Indicatif,Futur,1p,dégraderons
dégrader,Indicatif,Futur,2p,dégraderez
dégrader,Indicatif,Futur,3p,dégraderont
dégrader,Indicatif,Passé Simple,1s,dégradai
dégrader,Indicatif,Passé Simple,2s,dégradas
dégrader,Indicatif,Passé Simple,3s,dégrada
dégrader,Indicatif,Passé Simple,1p,dégradâmes
dégrader,Indicatif,Passé Simple,2p,dégradâtes
dégrader,Indicatif,Passé Simple,3p,dégradèrent
dégrader,Conditionnel,Présent,1s,dégraderais
dégrader,Conditionnel,Présent,2s,dégraderais
dégrader,Conditionnel,Présent,3s,dégraderait
dégrader,Conditionnel,Présent,1p,dégraderions
dégrader,Conditionnel,Présent,2p,dégraderiez
dégrader,Conditionnel,Présent,3p,dégraderaient
dégrader,Subjonctif,Présent,1s,dégrade
dégrader,Subjonctif,Présent,2s,dégrades
dégrader,Subjonctif,Présent,3s,dégrade
dégrader,Subjonctif,Présent,1p,dégradions
dégrader,Subjonctif,Présent,2p,dégradiez
dégrader,Subjonctif,Présent,3p,dégradent
dégrader,Subjonctif,Imparfait,1s,dégradasse
dégrader,Subjonctif,Imparfait,2s,dégradasses
dégrader,Subjonctif,Imparfait,3s,dégradât
dégrader,Subjonctif,Imparfait,1p,dégradassions
dégrader,Subjonctif,Imparfait,2p,dégradassiez
dégrader,Subjonctif,Imparfait,3p,dégradassent
dégrader,Imperatif,Imperatif Présent,2s,dégrade
dégrader,Imperatif,Imperatif Présent,1p,dégradons
dégrader,Imperatif,Imperatif Présent,2p,dégradez
dégrader,Participe,Participe Présent,,dégradant
dégrader,Participe,Participe Passé,ms,dégradé
dégrader,Participe,Participe Passé,mp,dégradés
dégrader,Participe,Participe Passé,fs,dégradée
dégrader,Participe,Participe Passé,fp,dégradées
excentrer,Infinitif,Infinitif Présent,,excentrer
excentrer,Indicatif,Présent,1s,excentre
excentrer,Indicatif,Présent,2s,excentres
excentrer,Indicatif,Présent,3s,excentre
excentrer,Indicatif,Présent,1p,excentrons
excentrer,Indicatif,Présent,2p,excentrez
excentrer,Indicatif,Présent,3p,excentrent
excentrer,Indicatif,Imparfait,1s,excentrais
excentrer,Indicatif,Imparfait,2s,excentrais
excentrer,Indicatif,Imparfait,3s,excentrait
excentrer,Indicatif,Imparfait,1p,excentrions
excentrer,Indicatif,Imparfait,2p,excentriez
excentrer,Indicatif,Imparfait,3p,excentraient
excentrer,Indicatif,Futur,1s,excentrerai
excentrer,Indicatif,Futur,2s,excentreras
excentrer,Indicatif,Futur,3s,excentrera
excentrer,Indicatif,Futur,1p,excentrerons
excentrer,Indicatif,Futur,2p,excentrerez
excentrer,Indicatif,Futur,3p,excentreront
excentrer,Indicatif,Passé Simple,1s,excentrai
excentrer,Indicatif,Passé Simple,2s,excentras
excentrer,Indicatif,Passé Simple,3s,excentra
excentrer,Indicatif,Passé Simple,1p,excentrâmes
excentrer,Indicatif,Passé Simple,2p,excentrâtes
excentrer,Indicatif,Passé Simple,3p,excentrèrent
excentrer,Conditionnel,Présent,1s,excentrerais
excentrer,Conditionnel,Présent,2s,excentrerais
excentrer,Conditionnel,Présent,3s,excentrerait
excentrer,Conditionnel,Présent,1p,excentrerions
excentrer,Conditionnel,Présent,2p,excentreriez
excentrer,Conditionnel,Présent,3p,excentreraient
excentrer,Subjonctif,Présent,1s,excentre
excentrer,Subjonctif,Présent,2s,excentres
excentrer,Subjonctif,Présent,3s,excentre
excentrer,Subjonctif,Présent,1p,excentrions
excentrer,Subjonctif,Présent,2p,excentriez
excentrer,Subjonctif,Présent,3p,excentrent
excentrer,Subjonctif,Imparfait,1s,excentrasse
excentrer,Subjonctif,Imparfait,2s,excentrasses
excentrer,Subjonctif,Imparfait,3s,excentrât
excentrer,Subjonctif,Imparfait,1p,excentrassions
excentrer,Subjonctif,Imparfait,2p,excentrassiez
excentrer,Subjonctif,Imparfait,3p,excentrassent
excentrer,Imperatif,Imperatif Présent,2s,excentre
excentrer,Imperatif,Imperatif Présent,1p,excentrons
excentrer,Imperatif,Imperatif Présent,2p,excentrez
excentrer,Participe,Participe Présent,,excentrant
excentrer,Participe,Participe Passé,ms,excentré
excentrer,Participe,Participe Passé,mp,excentrés
excentrer,Participe,Participe Passé,fs,excentrée
excentrer,Participe,Participe Passé,fp,excentrées
mourir,Infinitif,Infinitif Présent,,mourir
mourir,Indicatif,Présent,1s,meurs
mourir,Indicatif,Présent,2s,meurs
mourir,Indicatif,Présent,3s,meurt
mourir,Indicatif,Présent,1p,mourons
mourir,Indicatif,Présent,2p,mourez
mourir,Indicatif,Présent,3p,meurent
mourir,Indicatif,Imparfait,1s,mourais
mourir,Indicatif,Imparfait,2s,mourais
mourir,Indicatif,Imparfait,3s,mourait
mourir,Indicatif,Imparfait,1p,mourions
mourir,Indicatif,Imparfait,2p,mouriez
mourir,Indicatif,Imparfait,3p,mouraient
mourir,Indicatif,Futur,1s,mourrai
mourir,Indicatif,Futur,2s,mourras
mourir,Indicatif,Futur,3s,mourra
mourir,Indicatif,Futur,1p,mourrons
mourir,Indicatif,Futur,2p,mourrez
mourir,Indicatif,Futur,3p,mourront
mourir,Indicatif,Passé Simple,1s,mourus
mourir,Indicatif,Passé Simple,2s,mourus
mourir,Indicatif,Passé Simple,3s,mourut
mourir,Indicatif,Passé Simple,1p,mourûmes
mourir,Indicatif,Passé Simple,2p,mourûtes
mourir,Indicatif,Passé Simple,3p,moururent
mourir,Conditionnel,Présent,1s,mourrais
mourir,Conditionnel,Présent,2s,mourrais
mourir,Conditionnel,Présent,3s,mourrait
mourir,Conditionnel,Présent,1p,mourrions
mourir,Conditionnel,Présent,2p,mourriez
mourir,Conditionnel,Présent,3p,mourraient
mourir,Subjonctif,Présent,1s,meure
mourir,Subjonctif,Présent,2s,meures
mourir,Subjonctif,Présent,3s,meure
mourir,Subjonctif,Présent,1p,mourions
mourir,Subjonctif,Présent,2p,mouriez
mourir,Subjonctif,Présent,3p,meurent
mourir,Subjonctif,Imparfait,1s,mourusse
mourir,Subjonctif,Imparfait,2s,mourusses
mourir,Subjonctif,Imparfait,3s,mourût
mourir,Subjonctif,Imparfait,1p,mourussions
mourir,Subjonctif,Imparfait,2p,mourussiez
mourir,Subjonctif,Imparfait,3p,mourussent
mourir,Imperatif,Imperatif Présent,2s,meurs
mourir,Imperatif,Imperatif Présent,1p,mourons
mourir,Imperatif,Imperatif Présent,2p,mourez
mourir,Participe,Participe Présent,,mourant
mourir,Participe,Participe Passé,ms,mort
mourir,Participe,Participe Passé,mp,morts
mourir,Participe,Participe Passé,fs,morte
mourir,Participe,Participe Passé,fp,mortes
subir,Infinitif,Infinitif Présent,,subir
subir,Indicatif,Présent,1s,subis
subir,Indicatif,Présent,2s,subis
subir,Indicatif,Présent,3s,subit
subir,Indicatif,Présent,1p,subissons
subir,Indicatif,Présent,2p,subissez
subir,Indicatif,Présent,3p,subissent
subir,Indicatif,Imparfait,1s,subissais
subir,Indicatif,Imparfait,2s,subissais
subir,Indicatif,Imparfait,3s,subissait
subir,Indicatif,Imparfait,1p,subissions
subir,Indicatif,Imparfait,2p,subissiez
subir,Indicatif,Imparfait,3p,subissaient
subir,Indicatif,Futur,1s,subirai
subir,Indicatif,Futur,2s,subiras
subir,Indicatif,Futur,3s,subira
subir,Indicatif,Futur,1p,subirons
subir,Indicatif,Futur,2p,subirez
subir,Indicatif,Futur,3p,subiront
subir,Indicatif,Passé Simple,1s,subis
subir,Indicatif,Passé Simple,2s,subis
subir,Indicatif,Passé Simple,3s,subit
subir,Indicatif,Passé Simple,1p,subîmes
subir,Indicatif,Passé Simple,2p,subîtes
subir,Indicatif,Passé Simple,3p,subirent
subir,Conditionnel,Présent,1s,subirais
subir,Conditionnel,Présent,2s,subirais
subir,Conditionnel,Présent,3s,subirait
subir,Conditionnel,Présent,1p,subirions
subir,Conditionnel,Présent,2p,subiriez
subir,Conditionnel,Présent,3p,subiraient
subir,Subjonctif,Présent,1s,subisse
subir,Subjonctif,Présent,2s,subisses
subir,Subjonctif,Présent,3s,subisse
subir,Subjonctif,Présent,1p,subissions
subir,Subjonctif,Présent,2p,subissiez
subir,Subjonctif,Présent,3p,subissent
subir,Subjonctif,Imparfait,1s,subisse
subir,Subjonctif,Imparfait,2s,subisses
subir,Subjonctif,Imparfait,3s,subît
subir,Subjonctif,Imparfait,1p,subissions
subir,Subjonctif,Imparfait,2p,subissiez
subir,Subjonctif,Imparfait,3p,subissent
subir,Imperatif,Imperatif Présent,2s,subis
subir,Imperatif,Imperatif Présent,1p,subissons
subir,Imperatif,Imperatif Présent,2p,subissez
subir,Participe,Participe Présent,,subissant
subir,Participe,Participe Passé,ms,subi
subir,Participe,Participe Passé,mp,subis
subir,Participe,Participe Passé,fs,subie
subir,Participe,Participe Passé,fp,subies
croiser,Infinitif,Infinitif Présent,,croiser
croiser,Indicatif,Présent,1s,croise
